id,group_id,text,label,split,provenance
B-00-2,B-00,"An assistant chooses a function, supplies arguments, and inspects the returned result before deciding what to do next. The article is titled ""Selecting a tool for the next step"".",Agents,train,authored_synthetic
D-13-3,D-13,A developer learning note on an image segmentation architecture. A vision system identifies object regions inside an image and compares segmentation quality.,Other,train,authored_synthetic
B-21-2,B-21,"A coordinator runs independent lookups concurrently and waits for their results before taking the next action. The article is titled ""Parallel independent tool calls"".",Agents,train,authored_synthetic
D-05-3,D-05,A developer learning note on comparing model API prices. The article compares published inference prices and account limits for several hosted language models.,Other,train,authored_synthetic
D-11-0,D-11,Compressing weights for inference. The guide quantizes an existing model for deployment without training an adapter or updating task behaviour.,Other,train,authored_synthetic
D-04-4,D-04,Reading suggestion: An AI company funding announcement. A company announces an investment round and discusses its business plans without explaining a technical workflow. The intended reader is a software developer.,Other,train,authored_synthetic
D-08-3,D-08,A developer learning note on generating speech from text. A text-to-speech system produces narration and the article compares audio quality and speaker characteristics.,Other,train,authored_synthetic
C-15-4,C-15,Reading suggestion: A multilingual task adapter. Training examples in several languages are used to adapt a pretrained model to a defined task. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
A-11-4,A-11,Reading suggestion: Question rewriting for search. A follow-up question is rewritten into a standalone query to retrieve relevant knowledge-base passages. The intended reader is a software developer.,RAG,train,authored_synthetic
C-24-1,C-24,"Article: Adapting a retrieval component. Description: The main contribution is a supervised parameter-update recipe for a pretrained retriever, rather than a new search pipeline.",Fine-tuning,train,authored_synthetic
C-10-0,C-10,Freezing most parameters. The study updates a small subset of a pretrained model's parameters during task-specific adaptation.,Fine-tuning,train,authored_synthetic
C-07-2,C-07,"The method adapts a model using pairs of preferred and rejected responses. The article is titled ""Preferences as training data"".",Fine-tuning,train,authored_synthetic
A-15-2,A-15,"The article tests whether answers are supported by the context retrieved from source documents. The article is titled ""Evaluating answer grounding"".",RAG,train,authored_synthetic
A-08-2,A-08,"Scanned pages are extracted and indexed so a generator can answer questions using the retrieved material. The article is titled ""Finding text in scanned manuals"".",RAG,train,authored_synthetic
D-24-0,D-24,"A roundup without a main technical topic. A brief newsletter mentions model launches, retrieval, agents, and training equally, with no clear dominant topic.",Other,train,authored_synthetic
B-04-1,B-04,Article: A browser assistant with checkpoints. Description: A model navigates a website through tools and pauses at consequential actions for user review.,Agents,train,authored_synthetic
B-15-3,B-15,A developer learning note on budgeting autonomous actions. The coordinator limits an assistant's tool calls and elapsed time while it works toward a goal.,Agents,train,authored_synthetic
C-02-0,C-02,Choosing an adapter rank. The experiment changes low-rank adapter capacity and compares validation performance after training.,Fine-tuning,train,authored_synthetic
C-17-2,C-17,"A task adaptation experiment compares learning-rate schedules while updating model parameters. The article is titled ""Changing an optimizer schedule"".",Fine-tuning,train,authored_synthetic
B-24-1,B-24,Article: Testing action sequences. Description: The evaluation checks whether a tool-using assistant performs required steps in the correct order.,Agents,train,authored_synthetic
C-15-0,C-15,A multilingual task adapter. Training examples in several languages are used to adapt a pretrained model to a defined task.,Fine-tuning,train,authored_synthetic
D-03-2,D-03,"A time-series model predicts future energy use from past observations and calendar variables. The article is titled ""Forecasting electricity demand"".",Other,train,authored_synthetic
A-03-2,A-03,"A search pipeline merges keyword results with embedding matches to find useful context for an answer. The article is titled ""Combining lexical and vector retrieval"".",RAG,train,authored_synthetic
C-01-3,C-01,A developer learning note on training from labelled examples. A pretrained model is adapted using input-output examples for a specific classification problem.,Fine-tuning,train,authored_synthetic
B-04-4,B-04,Reading suggestion: A browser assistant with checkpoints. A model navigates a website through tools and pauses at consequential actions for user review. The intended reader is a software developer.,Agents,train,authored_synthetic
B-22-2,B-22,"An orchestrator routes a task to an assistant with the right tool access and combines the returned work. The article is titled ""Selecting specialist assistants"".",Agents,train,authored_synthetic
A-04-1,A-04,Article: Ranking passages for the prompt. Description: A reranking stage selects the most relevant retrieved passages before response generation.,RAG,train,authored_synthetic
A-04-0,A-04,Ranking passages for the prompt. A reranking stage selects the most relevant retrieved passages before response generation.,RAG,train,authored_synthetic
B-10-0,B-10,Remembering previous tool observations. An assistant retains useful outcomes of earlier actions to inform later decisions in the same workflow.,Agents,train,authored_synthetic
C-04-3,C-04,A developer learning note on merging a trained adapter. A trained adaptation is folded into the base model weights to export one model for inference.,Fine-tuning,train,authored_synthetic
A-02-4,A-02,Reading suggestion: Search before generation. The system searches a document collection before asking a language model to answer the user's question. The intended reader is a software developer.,RAG,train,authored_synthetic
A-14-1,A-14,Article: Grounded answers with missing evidence. Description: A knowledge assistant declines to answer when its search results do not contain the requested fact.,RAG,train,authored_synthetic
C-22-3,C-22,A developer learning note on comparing full and adapter updates. The study contrasts updating every model parameter with learning a compact task-specific adaptation.,Fine-tuning,train,authored_synthetic
C-01-1,C-01,Article: Training from labelled examples. Description: A pretrained model is adapted using input-output examples for a specific classification problem.,Fine-tuning,train,authored_synthetic
C-02-2,C-02,"The experiment changes low-rank adapter capacity and compares validation performance after training. The article is titled ""Choosing an adapter rank"".",Fine-tuning,train,authored_synthetic
C-04-4,C-04,Reading suggestion: Merging a trained adapter. A trained adaptation is folded into the base model weights to export one model for inference. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
A-23-2,A-23,"A team uses authorized project files as a searchable source of context for a question-answering assistant. The article is titled ""Searching private project documents"".",RAG,train,authored_synthetic
D-01-1,D-01,Article: Recognizing spoken words. Description: A speech recognition system converts recorded audio into text and is evaluated on transcription errors.,Other,train,authored_synthetic
A-00-4,A-00,Reading suggestion: Answers from a handbook. A question-answering app retrieves relevant handbook passages and supplies them to the model as evidence. The intended reader is a software developer.,RAG,train,authored_synthetic
D-02-4,D-02,Reading suggestion: A new image classifier. A vision architecture identifies objects in pictures; the focus is the visual recognition method. The intended reader is a software developer.,Other,train,authored_synthetic
A-21-2,A-21,"The article reduces repeated document searches by caching retrieved passages for common questions. The article is titled ""Caching retrieved context"".",RAG,train,authored_synthetic
B-11-3,B-11,"A developer learning note on a search tool within a larger task. A model can choose search, calculation, or record updates depending on what a multi-step user request needs.",Agents,train,authored_synthetic
A-00-0,A-00,Answers from a handbook. A question-answering app retrieves relevant handbook passages and supplies them to the model as evidence.,RAG,train,authored_synthetic
D-22-4,D-22,Reading suggestion: Learning a vision model from scratch. The paper develops a new visual architecture and trains it from initialization rather than adapting a pretrained assistant. The intended reader is a software developer.,Other,train,authored_synthetic
C-23-1,C-23,Article: Resuming a supervised training run. Description: A training job loads its adapter and optimizer checkpoint to continue updating the model on labelled examples.,Fine-tuning,train,authored_synthetic
D-02-2,D-02,"A vision architecture identifies objects in pictures; the focus is the visual recognition method. The article is titled ""A new image classifier"".",Other,train,authored_synthetic
B-24-4,B-24,Reading suggestion: Testing action sequences. The evaluation checks whether a tool-using assistant performs required steps in the correct order. The intended reader is a software developer.,Agents,train,authored_synthetic
D-02-0,D-02,A new image classifier. A vision architecture identifies objects in pictures; the focus is the visual recognition method.,Other,train,authored_synthetic
A-08-1,A-08,Article: Finding text in scanned manuals. Description: Scanned pages are extracted and indexed so a generator can answer questions using the retrieved material.,RAG,train,authored_synthetic
C-17-0,C-17,Changing an optimizer schedule. A task adaptation experiment compares learning-rate schedules while updating model parameters.,Fine-tuning,train,authored_synthetic
A-24-0,A-24,Retrieval versus memorized knowledge. The comparison studies accessing external documents at answer time instead of relying only on model parameters.,RAG,train,authored_synthetic
A-07-4,A-07,Reading suggestion: Retrieving across linked entities. A question-answering system follows graph relationships to collect evidence before writing a response. The intended reader is a software developer.,RAG,train,authored_synthetic
A-11-0,A-11,Question rewriting for search. A follow-up question is rewritten into a standalone query to retrieve relevant knowledge-base passages.,RAG,train,authored_synthetic
B-13-0,B-13,Structured tool arguments. The application validates the function name and arguments proposed by an assistant before execution.,Agents,train,authored_synthetic
C-11-4,C-11,Reading suggestion: Adapting a domain writing style. A model is trained on reviewed examples to reproduce a domain-specific response style. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
B-14-3,B-14,A developer learning note on a workflow with conditional branches. The orchestration code chooses a next stage based on the result of a model-driven step.,Agents,train,authored_synthetic
C-03-0,C-03,A smaller learning rate. The tutorial adjusts the optimizer step size when adapting a pretrained language model on a task dataset.,Fine-tuning,train,authored_synthetic
A-20-1,A-20,Article: Routing a query to a document collection. Description: A knowledge assistant chooses the right index and retrieves source material before composing its answer.,RAG,train,authored_synthetic
B-14-0,B-14,A workflow with conditional branches. The orchestration code chooses a next stage based on the result of a model-driven step.,Agents,train,authored_synthetic
C-14-1,C-14,Article: A checkpoint comparison. Description: The team compares validation scores from saved checkpoints of the same supervised adaptation run.,Fine-tuning,train,authored_synthetic
A-05-2,A-05,"The tutorial updates an external document index when policies change, without adapting the generator's weights. The article is titled ""Refreshing a knowledge index"".",RAG,train,authored_synthetic
C-06-3,C-06,A developer learning note on comparing training epochs. A team changes the number of passes through labelled data and checks whether task adaptation overfits.,Fine-tuning,train,authored_synthetic
B-05-4,B-05,Reading suggestion: Maintaining state over several actions. A long-running assistant records completed actions so it can resume a task without repeating them. The intended reader is a software developer.,Agents,train,authored_synthetic
A-23-1,A-23,Article: Searching private project documents. Description: A team uses authorized project files as a searchable source of context for a question-answering assistant.,RAG,train,authored_synthetic
C-13-1,C-13,Article: Gradient accumulation on a small GPU. Description: The tutorial accumulates gradients across microbatches while training a task adapter.,Fine-tuning,train,authored_synthetic
C-22-1,C-22,Article: Comparing full and adapter updates. Description: The study contrasts updating every model parameter with learning a compact task-specific adaptation.,Fine-tuning,train,authored_synthetic
A-00-1,A-00,Article: Answers from a handbook. Description: A question-answering app retrieves relevant handbook passages and supplies them to the model as evidence.,RAG,train,authored_synthetic
D-05-0,D-05,Comparing model API prices. The article compares published inference prices and account limits for several hosted language models.,Other,train,authored_synthetic
A-21-0,A-21,Caching retrieved context. The article reduces repeated document searches by caching retrieved passages for common questions.,RAG,train,authored_synthetic
C-04-2,C-04,"A trained adaptation is folded into the base model weights to export one model for inference. The article is titled ""Merging a trained adapter"".",Fine-tuning,train,authored_synthetic
D-08-0,D-08,Generating speech from text. A text-to-speech system produces narration and the article compares audio quality and speaker characteristics.,Other,train,authored_synthetic
D-24-3,D-24,"A developer learning note on a roundup without a main technical topic. A brief newsletter mentions model launches, retrieval, agents, and training equally, with no clear dominant topic.",Other,train,authored_synthetic
D-14-0,D-14,Reducing inference latency. The article optimizes key-value caching and token generation throughput for an already trained model.,Other,train,authored_synthetic
D-03-4,D-03,Reading suggestion: Forecasting electricity demand. A time-series model predicts future energy use from past observations and calendar variables. The intended reader is a software developer.,Other,train,authored_synthetic
A-13-3,A-13,A developer learning note on reducing duplicate context. The pipeline removes near-identical retrieved passages to use the model's context budget more effectively.,RAG,train,authored_synthetic
A-01-0,A-01,Choosing chunk boundaries. The article compares paragraph boundaries and overlapping windows when indexing documents for grounded answers.,RAG,train,authored_synthetic
B-05-3,B-05,A developer learning note on maintaining state over several actions. A long-running assistant records completed actions so it can resume a task without repeating them.,Agents,train,authored_synthetic
C-07-4,C-07,Reading suggestion: Preferences as training data. The method adapts a model using pairs of preferred and rejected responses. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
B-24-0,B-24,Testing action sequences. The evaluation checks whether a tool-using assistant performs required steps in the correct order.,Agents,train,authored_synthetic
B-24-2,B-24,"The evaluation checks whether a tool-using assistant performs required steps in the correct order. The article is titled ""Testing action sequences"".",Agents,train,authored_synthetic
A-06-2,A-06,"An assistant links factual statements in its answer to the document passages it retrieved. The article is titled ""Citations from retrieved context"".",RAG,train,authored_synthetic
D-14-1,D-14,Article: Reducing inference latency. Description: The article optimizes key-value caching and token generation throughput for an already trained model.,Other,train,authored_synthetic
D-14-3,D-14,A developer learning note on reducing inference latency. The article optimizes key-value caching and token generation throughput for an already trained model.,Other,train,authored_synthetic
A-20-3,A-20,A developer learning note on routing a query to a document collection. A knowledge assistant chooses the right index and retrieves source material before composing its answer.,RAG,train,authored_synthetic
A-13-1,A-13,Article: Reducing duplicate context. Description: The pipeline removes near-identical retrieved passages to use the model's context budget more effectively.,RAG,train,authored_synthetic
A-04-4,A-04,Reading suggestion: Ranking passages for the prompt. A reranking stage selects the most relevant retrieved passages before response generation. The intended reader is a software developer.,RAG,train,authored_synthetic
A-10-1,A-10,Article: Filters on a vector index. Description: A company search tool restricts retrieved context by department and document access before generation.,RAG,train,authored_synthetic
C-11-2,C-11,"A model is trained on reviewed examples to reproduce a domain-specific response style. The article is titled ""Adapting a domain writing style"".",Fine-tuning,train,authored_synthetic
C-14-0,C-14,A checkpoint comparison. The team compares validation scores from saved checkpoints of the same supervised adaptation run.,Fine-tuning,train,authored_synthetic
A-17-0,A-17,Searching multilingual documents. A multilingual embedding index retrieves relevant passages across languages for question answering.,RAG,train,authored_synthetic
D-23-1,D-23,Article: Video generation from text. Description: A generative video system creates moving scenes from descriptions; the article focuses on output quality.,Other,train,authored_synthetic
D-07-2,D-07,"The tutorial improves a single model prompt without training parameters or invoking external tools. The article is titled ""Designing a better prompt"".",Other,train,authored_synthetic
C-00-4,C-00,Reading suggestion: Adapting with low-rank matrices. The guide freezes pretrained weights and learns small adapter matrices for a supervised task. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
C-03-4,C-03,Reading suggestion: A smaller learning rate. The tutorial adjusts the optimizer step size when adapting a pretrained language model on a task dataset. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
B-06-4,B-06,"Reading suggestion: A coding assistant that uses a terminal. The system edits code, runs tests, reads the failures, and decides which change to attempt next. The intended reader is a software developer.",Agents,train,authored_synthetic
C-20-0,C-20,Preventing validation leakage. Related examples are grouped before splitting a dataset used to adapt a pretrained model.,Fine-tuning,train,authored_synthetic
D-20-0,D-20,"Vector similarity for product search. An ecommerce search engine ranks products by similarity, but no language generation or grounded answering is involved.",Other,train,authored_synthetic
B-05-1,B-05,Article: Maintaining state over several actions. Description: A long-running assistant records completed actions so it can resume a task without repeating them.,Agents,train,authored_synthetic
D-23-2,D-23,"A generative video system creates moving scenes from descriptions; the article focuses on output quality. The article is titled ""Video generation from text"".",Other,train,authored_synthetic
D-10-3,D-10,A developer learning note on forecasting with tabular features. A predictive model estimates outcomes from rows of structured data; no language-model adaptation is discussed.,Other,train,authored_synthetic
A-17-3,A-17,A developer learning note on searching multilingual documents. A multilingual embedding index retrieves relevant passages across languages for question answering.,RAG,train,authored_synthetic
C-06-4,C-06,Reading suggestion: Comparing training epochs. A team changes the number of passes through labelled data and checks whether task adaptation overfits. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
C-00-2,C-00,"The guide freezes pretrained weights and learns small adapter matrices for a supervised task. The article is titled ""Adapting with low-rank matrices"".",Fine-tuning,train,authored_synthetic
C-13-0,C-13,Gradient accumulation on a small GPU. The tutorial accumulates gradients across microbatches while training a task adapter.,Fine-tuning,train,authored_synthetic
C-24-4,C-24,"Reading suggestion: Adapting a retrieval component. The main contribution is a supervised parameter-update recipe for a pretrained retriever, rather than a new search pipeline. The intended reader is a software developer.",Fine-tuning,train,authored_synthetic
D-00-3,D-00,A developer learning note on generating images from a description. A diffusion system creates a picture from a text prompt; the article focuses on visual synthesis quality.,Other,train,authored_synthetic
C-23-0,C-23,Resuming a supervised training run. A training job loads its adapter and optimizer checkpoint to continue updating the model on labelled examples.,Fine-tuning,train,authored_synthetic
B-01-3,B-01,A developer learning note on a planner and an executor. A model breaks a task into steps while a separate execution component runs the selected tools.,Agents,train,authored_synthetic
A-06-3,A-06,A developer learning note on citations from retrieved context. An assistant links factual statements in its answer to the document passages it retrieved.,RAG,train,authored_synthetic
B-07-2,B-07,"An assistant uses explicit stopping conditions to avoid continuing tool calls after its goal is satisfied. The article is titled ""Choosing when a task is complete"".",Agents,train,authored_synthetic
C-01-0,C-01,Training from labelled examples. A pretrained model is adapted using input-output examples for a specific classification problem.,Fine-tuning,train,authored_synthetic
B-14-1,B-14,Article: A workflow with conditional branches. Description: The orchestration code chooses a next stage based on the result of a model-driven step.,Agents,train,authored_synthetic
D-21-3,D-21,A developer learning note on a fixed calendar automation. A scheduled script copies calendar entries between services without a model deciding which action to take.,Other,train,authored_synthetic
B-03-2,B-03,"An autonomous workflow examines a tool error and decides whether to retry, change arguments, or escalate. The article is titled ""Recovering from a failed tool call"".",Agents,train,authored_synthetic
A-05-3,A-05,"A developer learning note on refreshing a knowledge index. The tutorial updates an external document index when policies change, without adapting the generator's weights.",RAG,train,authored_synthetic
B-15-1,B-15,Article: Budgeting autonomous actions. Description: The coordinator limits an assistant's tool calls and elapsed time while it works toward a goal.,Agents,train,authored_synthetic
D-15-3,D-15,A developer learning note on an AI policy announcement. A policy document describes organizational AI governance responsibilities rather than model training or orchestration.,Other,train,authored_synthetic
C-22-0,C-22,Comparing full and adapter updates. The study contrasts updating every model parameter with learning a compact task-specific adaptation.,Fine-tuning,train,authored_synthetic
B-07-3,B-07,A developer learning note on choosing when a task is complete. An assistant uses explicit stopping conditions to avoid continuing tool calls after its goal is satisfied.,Agents,train,authored_synthetic
D-24-4,D-24,"Reading suggestion: A roundup without a main technical topic. A brief newsletter mentions model launches, retrieval, agents, and training equally, with no clear dominant topic. The intended reader is a software developer.",Other,train,authored_synthetic
C-07-1,C-07,Article: Preferences as training data. Description: The method adapts a model using pairs of preferred and rejected responses.,Fine-tuning,train,authored_synthetic
D-04-3,D-04,A developer learning note on an AI company funding announcement. A company announces an investment round and discusses its business plans without explaining a technical workflow.,Other,train,authored_synthetic
D-23-4,D-23,Reading suggestion: Video generation from text. A generative video system creates moving scenes from descriptions; the article focuses on output quality. The intended reader is a software developer.,Other,train,authored_synthetic
C-17-3,C-17,A developer learning note on changing an optimizer schedule. A task adaptation experiment compares learning-rate schedules while updating model parameters.,Fine-tuning,train,authored_synthetic
A-22-2,A-22,"The evaluation removes the external knowledge search to measure its effect on generated answers. The article is titled ""A retrieval ablation study"".",RAG,train,authored_synthetic
D-02-1,D-02,Article: A new image classifier. Description: A vision architecture identifies objects in pictures; the focus is the visual recognition method.,Other,train,authored_synthetic
A-07-1,A-07,Article: Retrieving across linked entities. Description: A question-answering system follows graph relationships to collect evidence before writing a response.,RAG,train,authored_synthetic
B-07-1,B-07,Article: Choosing when a task is complete. Description: An assistant uses explicit stopping conditions to avoid continuing tool calls after its goal is satisfied.,Agents,train,authored_synthetic
B-01-2,B-01,"A model breaks a task into steps while a separate execution component runs the selected tools. The article is titled ""A planner and an executor"".",Agents,train,authored_synthetic
B-21-1,B-21,Article: Parallel independent tool calls. Description: A coordinator runs independent lookups concurrently and waits for their results before taking the next action.,Agents,train,authored_synthetic
B-22-4,B-22,Reading suggestion: Selecting specialist assistants. An orchestrator routes a task to an assistant with the right tool access and combines the returned work. The intended reader is a software developer.,Agents,train,authored_synthetic
A-21-3,A-21,A developer learning note on caching retrieved context. The article reduces repeated document searches by caching retrieved passages for common questions.,RAG,train,authored_synthetic
B-22-1,B-22,Article: Selecting specialist assistants. Description: An orchestrator routes a task to an assistant with the right tool access and combines the returned work.,Agents,train,authored_synthetic
C-06-2,C-06,"A team changes the number of passes through labelled data and checks whether task adaptation overfits. The article is titled ""Comparing training epochs"".",Fine-tuning,train,authored_synthetic
D-17-1,D-17,Article: Building a dataset viewer. Description: A web interface displays and filters data records; it does not adapt a model or implement an assistant workflow.,Other,train,authored_synthetic
D-11-3,D-11,A developer learning note on compressing weights for inference. The guide quantizes an existing model for deployment without training an adapter or updating task behaviour.,Other,train,authored_synthetic
A-11-1,A-11,Article: Question rewriting for search. Description: A follow-up question is rewritten into a standalone query to retrieve relevant knowledge-base passages.,RAG,train,authored_synthetic
D-22-3,D-22,A developer learning note on learning a vision model from scratch. The paper develops a new visual architecture and trains it from initialization rather than adapting a pretrained assistant.,Other,train,authored_synthetic
D-08-2,D-08,"A text-to-speech system produces narration and the article compares audio quality and speaker characteristics. The article is titled ""Generating speech from text"".",Other,train,authored_synthetic
B-10-3,B-10,A developer learning note on remembering previous tool observations. An assistant retains useful outcomes of earlier actions to inform later decisions in the same workflow.,Agents,train,authored_synthetic
B-03-1,B-03,"Article: Recovering from a failed tool call. Description: An autonomous workflow examines a tool error and decides whether to retry, change arguments, or escalate.",Agents,train,authored_synthetic
A-04-3,A-04,A developer learning note on ranking passages for the prompt. A reranking stage selects the most relevant retrieved passages before response generation.,RAG,train,authored_synthetic
A-07-0,A-07,Retrieving across linked entities. A question-answering system follows graph relationships to collect evidence before writing a response.,RAG,train,authored_synthetic
A-24-3,A-24,A developer learning note on retrieval versus memorized knowledge. The comparison studies accessing external documents at answer time instead of relying only on model parameters.,RAG,train,authored_synthetic
C-24-0,C-24,"Adapting a retrieval component. The main contribution is a supervised parameter-update recipe for a pretrained retriever, rather than a new search pipeline.",Fine-tuning,train,authored_synthetic
B-22-0,B-22,Selecting specialist assistants. An orchestrator routes a task to an assistant with the right tool access and combines the returned work.,Agents,train,authored_synthetic
D-03-1,D-03,Article: Forecasting electricity demand. Description: A time-series model predicts future energy use from past observations and calendar variables.,Other,train,authored_synthetic
D-04-1,D-04,Article: An AI company funding announcement. Description: A company announces an investment round and discusses its business plans without explaining a technical workflow.,Other,train,authored_synthetic
B-11-0,B-11,"A search tool within a larger task. A model can choose search, calculation, or record updates depending on what a multi-step user request needs.",Agents,train,authored_synthetic
C-21-2,C-21,"A small model is trained on reviewed teacher outputs to reproduce a narrow task behaviour. The article is titled ""Distilling a task into a small model"".",Fine-tuning,train,authored_synthetic
A-08-0,A-08,Finding text in scanned manuals. Scanned pages are extracted and indexed so a generator can answer questions using the retrieved material.,RAG,train,authored_synthetic
B-23-3,B-23,"A developer learning note on a research-and-write workflow. A model plans source lookups, invokes research tools, inspects findings, and decides when it has enough material.",Agents,train,authored_synthetic
A-14-3,A-14,A developer learning note on grounded answers with missing evidence. A knowledge assistant declines to answer when its search results do not contain the requested fact.,RAG,train,authored_synthetic
C-17-4,C-17,Reading suggestion: Changing an optimizer schedule. A task adaptation experiment compares learning-rate schedules while updating model parameters. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
C-07-0,C-07,Preferences as training data. The method adapts a model using pairs of preferred and rejected responses.,Fine-tuning,train,authored_synthetic
A-04-2,A-04,"A reranking stage selects the most relevant retrieved passages before response generation. The article is titled ""Ranking passages for the prompt"".",RAG,train,authored_synthetic
B-07-0,B-07,Choosing when a task is complete. An assistant uses explicit stopping conditions to avoid continuing tool calls after its goal is satisfied.,Agents,train,authored_synthetic
D-01-4,D-01,Reading suggestion: Recognizing spoken words. A speech recognition system converts recorded audio into text and is evaluated on transcription errors. The intended reader is a software developer.,Other,train,authored_synthetic
B-20-1,B-20,Article: Tools as untrusted data sources. Description: A tool-using assistant separates external tool content from instructions controlling its actions.,Agents,train,authored_synthetic
B-21-3,B-21,A developer learning note on parallel independent tool calls. A coordinator runs independent lookups concurrently and waits for their results before taking the next action.,Agents,train,authored_synthetic
A-10-4,A-10,Reading suggestion: Filters on a vector index. A company search tool restricts retrieved context by department and document access before generation. The intended reader is a software developer.,RAG,train,authored_synthetic
B-23-4,B-23,"Reading suggestion: A research-and-write workflow. A model plans source lookups, invokes research tools, inspects findings, and decides when it has enough material. The intended reader is a software developer.",Agents,train,authored_synthetic
D-21-1,D-21,Article: A fixed calendar automation. Description: A scheduled script copies calendar entries between services without a model deciding which action to take.,Other,train,authored_synthetic
D-23-0,D-23,Video generation from text. A generative video system creates moving scenes from descriptions; the article focuses on output quality.,Other,train,authored_synthetic
B-17-2,B-17,"The assistant compares products through tools and asks for confirmation before placing an order. The article is titled ""A shopping assistant with approval"".",Agents,train,authored_synthetic
B-02-0,B-02,Pausing before an external action. A tool-using assistant waits for human approval before sending a message or changing an external record.,Agents,train,authored_synthetic
A-20-4,A-20,Reading suggestion: Routing a query to a document collection. A knowledge assistant chooses the right index and retrieves source material before composing its answer. The intended reader is a software developer.,RAG,train,authored_synthetic
D-15-0,D-15,An AI policy announcement. A policy document describes organizational AI governance responsibilities rather than model training or orchestration.,Other,train,authored_synthetic
B-17-4,B-17,Reading suggestion: A shopping assistant with approval. The assistant compares products through tools and asks for confirmation before placing an order. The intended reader is a software developer.,Agents,train,authored_synthetic
D-21-4,D-21,Reading suggestion: A fixed calendar automation. A scheduled script copies calendar entries between services without a model deciding which action to take. The intended reader is a software developer.,Other,train,authored_synthetic
D-13-2,D-13,"A vision system identifies object regions inside an image and compares segmentation quality. The article is titled ""An image segmentation architecture"".",Other,train,authored_synthetic
A-21-1,A-21,Article: Caching retrieved context. Description: The article reduces repeated document searches by caching retrieved passages for common questions.,RAG,train,authored_synthetic
A-00-3,A-00,A developer learning note on answers from a handbook. A question-answering app retrieves relevant handbook passages and supplies them to the model as evidence.,RAG,train,authored_synthetic
B-08-2,B-08,"A coordinator assigns subtasks to specialized assistants and combines their results into one response. The article is titled ""Delegating work between specialists"".",Agents,train,authored_synthetic
D-00-1,D-00,Article: Generating images from a description. Description: A diffusion system creates a picture from a text prompt; the article focuses on visual synthesis quality.,Other,train,authored_synthetic
C-05-4,C-05,Reading suggestion: Quantized adapter training. The training recipe keeps a quantized base model frozen and learns low-rank task adapters. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
B-02-2,B-02,"A tool-using assistant waits for human approval before sending a message or changing an external record. The article is titled ""Pausing before an external action"".",Agents,train,authored_synthetic
C-02-4,C-02,Reading suggestion: Choosing an adapter rank. The experiment changes low-rank adapter capacity and compares validation performance after training. The intended reader is a software developer.,Fine-tuning,train,authored_synthetic
D-22-2,D-22,"The paper develops a new visual architecture and trains it from initialization rather than adapting a pretrained assistant. The article is titled ""Learning a vision model from scratch"".",Other,train,authored_synthetic
D-13-4,D-13,Reading suggestion: An image segmentation architecture. A vision system identifies object regions inside an image and compares segmentation quality. The intended reader is a software developer.,Other,train,authored_synthetic
D-06-2,D-06,"A systems guide configures batching and request handling to serve an existing model efficiently. The article is titled ""Deploying an inference server"".",Other,train,authored_synthetic
D-15-1,D-15,Article: An AI policy announcement. Description: A policy document describes organizational AI governance responsibilities rather than model training or orchestration.,Other,train,authored_synthetic
B-00-1,B-00,"Article: Selecting a tool for the next step. Description: An assistant chooses a function, supplies arguments, and inspects the returned result before deciding what to do next.",Agents,train,authored_synthetic
C-22-2,C-22,"The study contrasts updating every model parameter with learning a compact task-specific adaptation. The article is titled ""Comparing full and adapter updates"".",Fine-tuning,train,authored_synthetic
A-02-3,A-02,A developer learning note on search before generation. The system searches a document collection before asking a language model to answer the user's question.,RAG,train,authored_synthetic
D-01-3,D-01,A developer learning note on recognizing spoken words. A speech recognition system converts recorded audio into text and is evaluated on transcription errors.,Other,train,authored_synthetic
C-13-3,C-13,A developer learning note on gradient accumulation on a small GPU. The tutorial accumulates gradients across microbatches while training a task adapter.,Fine-tuning,train,authored_synthetic
B-03-4,B-03,"Reading suggestion: Recovering from a failed tool call. An autonomous workflow examines a tool error and decides whether to retry, change arguments, or escalate. The intended reader is a software developer.",Agents,train,authored_synthetic
B-02-1,B-02,Article: Pausing before an external action. Description: A tool-using assistant waits for human approval before sending a message or changing an external record.,Agents,train,authored_synthetic
A-10-2,A-10,"A company search tool restricts retrieved context by department and document access before generation. The article is titled ""Filters on a vector index"".",RAG,train,authored_synthetic
A-03-0,A-03,Combining lexical and vector retrieval. A search pipeline merges keyword results with embedding matches to find useful context for an answer.,RAG,train,authored_synthetic
A-03-1,A-03,Article: Combining lexical and vector retrieval. Description: A search pipeline merges keyword results with embedding matches to find useful context for an answer.,RAG,train,authored_synthetic
C-03-1,C-03,Article: A smaller learning rate. Description: The tutorial adjusts the optimizer step size when adapting a pretrained language model on a task dataset.,Fine-tuning,train,authored_synthetic
D-00-2,D-00,"A diffusion system creates a picture from a text prompt; the article focuses on visual synthesis quality. The article is titled ""Generating images from a description"".",Other,train,authored_synthetic
